food_court,0.9997927461
fast_food,0.9990476190
chicken_tikka_masala,0.9990176817
white_rice,0.9989397895
tandoori_chicken,0.9989397895
hot_sauce,0.9986775457
veggie_dishes,0.9984702918
chicken_wings,0.9981647252
gluten_free,0.9980893104
tikka_masala_fries,0.9979574713
tikka_masala,0.9979574713
rice_pudding,0.9979574713
poor_service,0.9979574713
mt_everest,0.9979574713
masala_dosa,0.9979574713
goat_curry,0.9979574713
garlic_naan,0.9979574713
flat_bread,0.9979574713
dipping_sauce,0.9979574713
chicken_tikka_marsala,0.9979574713
chicken_tikka,0.9979574713
chicken_tiki_masala,0.9979574713
basmati_rice,0.9979574713
weekend_buffet,0.9979347529
ice_cream,0.9978820565
gulab_jamun,0.9978820565
tomato_soup,0.9978452918
chinese_food,0.9975200188
street_food,0.9974998246
tomato_sauce,0.9973324713
brown_rice,0.9973324713
iced_tea,0.9972570565
comfort_food,0.9971596885
chick_peas,0.9967810007
salad_bar,0.9963274346
indian_lunch_buffets,0.9961845775
indian_joint,0.9956717570
fried_rice,0.9954574713
taj_mahal,0.9954226437
mexican_food,0.9951362181
indian_beers,0.9951362181
great_taste,0.9950377034
royal_taj,0.9947025693
deep_fried,0.9944337806
coconut_chicken,0.9940019891
indian_music_playing,0.9929417786
north_indian,0.9894526101
cheese_naan,0.9894526101
plain_naan,0.9889397895
fish_curry,0.9889397895
chili_chicken,0.9889397895
chicken_biryani,0.9889397895
lunch_specials,0.9886775457
rogan_josh,0.9881587785
south_indian_cuisine,0.9879574713
indian_cuisine,0.9879574713
white_meat,0.9873324713
lentil_soup,0.9873324713
lemon_rice,0.9873324713
tasted_great,0.9861975645
india_grill,0.9858146141
main_course,0.9800201008
lunch_special,0.9796598639
south_indian,0.9794526101
tandori_chicken,0.9789397895
chicken_vindaloo,0.9789397895
chicken_tikki_masala,0.9789397895
lamb_curry,0.9784702918
vegetable_curry,0.9779574713
typical_indian,0.9779574713
paneer_tikka_masala,0.9779574713
main_dishes,0.9779574713
lunch_buffets,0.9779574713
lamb_vindaloo,0.9779574713
lamb_korma,0.9779574713
indian_fare,0.9779574713
indian_buffets,0.9779574713
curry_house,0.9779574713
chicken_tika_masala,0.9779574713
chana_masala,0.9779574713
lamb_rogan_josh,0.9773324713
dark_meat,0.9773324713
regular_naan,0.9744369174
indian_fix,0.9740019891
indian_style,0.9739118502
chicken_makhani,0.9689397895
chicken_korma,0.9689397895
butter_chicken,0.9689397895
indian_paradise,0.9687074830
vegetarian_dishes,0.9684702918
traditional_indian,0.9684702918
saag_paneer,0.9679574713
room_temperature,0.9678452918
mango_yogurt_drink,0.9678452918
yogurt_sauce,0.9673324713
lamb_biryani,0.9673324713
garlic_nan,0.9673324713
mother_india,0.9651896141
fresh_ingredients,0.9646024929
indian_sampler,0.9640019891
shrimp_curry,0.9636618530
mosque_kitchen,0.9632959601
chicken_biriyani,0.9589397895
tamarind_sauce,0.9588276101
spice_level,0.9584702918
south_indian_dishes,0.9584702918
palak_paneer,0.9584702918
indian_music,0.9584702918
vegetarian_options,0.9579574713
nan_bread,0.9578452918
veggie_korma,0.9573324713
mixed_grill,0.9573324713
beer_selection,0.9573324713
indian_grocery_store,0.9559475673
chicken_pakora,0.9544369174
east_indian,0.9540019891
chicken_saag,0.9536618530
samosa_factory,0.9519743679
indian_places,0.9488104278
mango_ice_cream,0.9473324713
paneer_butter_masala,0.9464396141
lamb_masala,0.9462877034
slow_service,0.9459475673
onion_bhaji,0.9451896141
mattar_paneer,0.9451896141
chicken_pieces,0.9449843074
northern_indian,0.9441313508
lunch_hour,0.9436618530
belly_dancing,0.9433147895
great_job,0.9431490325
mint_indian_bistro,0.9394526101
southern_indian,0.9386775457
menu_items,0.9384702918
indian_pakistani,0.9384702918
naan_bread,0.9379574713
star_review,0.9373324713
heat_level,0.9373324713
fast_food_joint,0.9373097529
chicken_tandoori,0.9371798828
buffet_items,0.9369298856
mantra_masala,0.9355848112
authentic_indian_dishes,0.9346667204
late_lunch,0.9340019891
ordered_chicken_tikka_masala,0.9339118502
chicken_marsala,0.9329417786
grocery_store,0.9312542935
indian_delhi_palace,0.9284702918
vegetable_biryani,0.9279574713
customer_service,0.9279574713
aloo_gobi,0.9278820565
shahi_paneer,0.9273324713
mint_chutney,0.9273324713
tandoori_mixed_grill,0.9255848112
chicken_boti,0.9252274929
coconut_chutney,0.9251896141
long_wait,0.9248097468
malai_kofta,0.9247025693
indian_tea,0.9246667204
mango_pudding,0.9246024929
food_coma,0.9241538998
chicken_madras,0.9241313508
chicken_karahi,0.9241313508
indian_curry_bowl,0.9239240969
onion_naan,0.9236618530
chicken_breast,0.9189397895
meat_dishes,0.9184702918
lamb_dish,0.9184702918
india_palace,0.9184702918
india_masala,0.9184702918
eggplant_dish,0.9179574713
bollywood_music_videos,0.9179574713
date_night,0.9165346885
lunch_buffet_today,0.9162877034
great_price,0.9162877034
curry_sauce,0.9161975645
great_prices,0.9159475673
weekend_lunch_buffet,0.9157403134
meat_eaters,0.9157024346
chilli_chicken,0.9146441713
indian_families,0.9141313508
indian_cusine,0.9141313508
indian_music_videos,0.9134545991
freshly_prepared,0.9084702918
nice_touch,0.9079574713
regular_menu,0.9073324713
mutter_paneer,0.9073324713
mango_chutney,0.9073324713
channa_masala,0.9073324713
bhindi_masala,0.9073324713
pakistani_food,0.9067449545
indo_chinese_food,0.9062877034
biryani_rice,0.9062877034
ethnic_food,0.9062498246
great_flavor,0.9061975645
authentic_indian_cuisine,0.9059475673
chicken_tika,0.9058146141
visiting_las_vegas,0.9046024929
indian_cooking,0.8984821429
great_deal,0.8984702918
chicken_dish,0.8971798828
indian_spices,0.8971596885
great_reviews,0.8964048184
nepalese_food,0.8962498246
jasmine_rice,0.8961719324
lunch_menu,0.8959475673
goat_dish,0.8956627034
upscale_indian,0.8950377034
chicken_masala,0.8942519863
paneer_masala,0.8934545991
south_india,0.8923167786
sweet_rice,0.8894526101
paneer_pakora,0.8879574713
vegetable_dishes,0.8871896259
tamarind_chutney,0.8868920068
buffet_style,0.8864048184
vegan_dishes,0.8862877034
lamb_chops,0.8861719324
dum_biryani,0.8861719324
mango_chicken,0.8860200216
daily_lunch_buffet,0.8857403134
cottage_cheese,0.8856525457
udupi_cafe,0.8851896141
masala_dosai,0.8848097468
indo_chinese,0.8838087806
luke_warm,0.8836976317
great_atmosphere,0.8784821429
multiple_times,0.8779574713
spice_levels,0.8773324713
pretty_decent,0.8773324713
main_dish,0.8773324713
lamb_dishes,0.8764048184
spicy_sauce,0.8762877034
nice_decor,0.8762877034
great_selection,0.8761975645
tender_chicken,0.8760200216
las_vegas,0.8758036251
veggie_samosas,0.8751896141
goat_karahi,0.8751896141
matter_paneer,0.8748097468
taj_palace,0.8746658046
curry_corner,0.8686775457
medium_spice,0.8663274346
authentic_south_indian,0.8659475673
tomato_based,0.8648095775
food_poisoning,0.8647596885
clay_oven,0.8632959601
onion_pakora,0.8626668897
tandoori_times,0.8584702918
mouth_watering,0.8584702918
paneer_tikka,0.8581647252
bit_pricey,0.8579574713
strip_mall,0.8578820565
lamb_tikka_masala,0.8562877034
indian_mela,0.8562098112
fried_cheese,0.8560218680
months_ago,0.8558146141
entire_meal,0.8551498829
minced_lamb,0.8548097468
curry_houses,0.8548097468
chutney_bar,0.8548097468
plain_rice,0.8546441713
bit_small,0.8530368530
lunch_buffet,0.8492799256
home_cooked,0.8484702918
dining_area,0.8479574713
peshwari_naan,0.8464170651
dinner_buffet,0.8461975645
meat_options,0.8456627034
super_spicy,0.8453225673
mango_lassi,0.8452908046
